Product,Channel,Price,PersonType,VolumeBought
Gluten Free Cereal,Walmart,8.3,Quality Focused,2.9
Gluten Free Cereal,Whole Foods,11.2,Value Oriented,1.4
Regular Bread,Walmart,6.2,Value Oriented,0.6
Gluten Free Cereal,Whole Foods,9.5,Quality Focused,3.1
Gluten Free Cereal,Walmart,8.4,Quality Focused,2.6
Gluten Free Cereal,Walmart,12.2,Quality Focused,2.2
Gluten Free Cereal,Walmart,11.6,Value Oriented,0.6
Gluten Free Cereal,Walmart,11.5,Quality Focused,2.1
Gluten Free Cereal,Walmart,10.4,Quality Focused,2.2
Gluten Free Cereal,Whole Foods,12.4,Quality Focused,3.5
Gluten Free Cereal,Whole Foods,8.1,Quality Focused,3.5
Gluten Free Cereal,Whole Foods,12.4,Quality Focused,3.4
Gluten Free Cereal,Walmart,8.0,Value Oriented,1.0
Regular Bread,Whole Foods,3.5,Quality Focused,5.7
Regular Bread,Whole Foods,5.2,Value Oriented,1.3
Regular Bread,Walmart,7.1,Quality Focused,3.4
Gluten Free Cereal,Whole Foods,11.3,Value Oriented,1.3
Gluten Free Cereal,Walmart,8.8,Quality Focused,2.6
Regular Bread,Walmart,5.6,Value Oriented,0.6
Regular Bread,Whole Foods,4.0,Value Oriented,1.7
Gluten Free Cereal,Walmart,7.8,Quality Focused,2.4
Gluten Free Cereal,Whole Foods,7.4,Value Oriented,1.9
Regular Bread,Whole Foods,5.4,Value Oriented,1.2
Gluten Free Cereal,Whole Foods,13.5,Value Oriented,1.1
Gluten Free Cereal,Whole Foods,12.0,Value Oriented,1.2
Regular Bread,Walmart,4.0,Quality Focused,4.2
Regular Bread,Whole Foods,3.8,Quality Focused,6.0
Regular Bread,Walmart,4.5,Quality Focused,4.2
Gluten Free Cereal,Walmart,14.1,Quality Focused,2.6
Gluten Free Cereal,Walmart,8.9,Value Oriented,0.7
Regular Bread,Whole Foods,5.4,Value Oriented,1.3
Regular Bread,Whole Foods,6.4,Quality Focused,5.1
Gluten Free Cereal,Whole Foods,7.9,Quality Focused,3.4
Gluten Free Cereal,Whole Foods,12.0,Quality Focused,2.9
Regular Bread,Walmart,6.1,Quality Focused,4.1
Gluten Free Cereal,Walmart,11.4,Quality Focused,2.1
Regular Bread,Walmart,6.2,Value Oriented,0.7
Gluten Free Cereal,Walmart,15.4,Quality Focused,2.1
Regular Bread,Whole Foods,5.6,Value Oriented,1.3
Regular Bread,Whole Foods,4.7,Value Oriented,1.4
Regular Bread,Walmart,3.8,Quality Focused,4.2
Regular Bread,Whole Foods,6.4,Quality Focused,5.5
Gluten Free Cereal,Whole Foods,14.5,Quality Focused,3.0
Gluten Free Cereal,Walmart,10.7,Quality Focused,2.0
Gluten Free Cereal,Walmart,13.7,Value Oriented,0.6
Regular Bread,Whole Foods,3.5,Quality Focused,6.2
Regular Bread,Whole Foods,6.1,Quality Focused,5.0
Regular Bread,Walmart,5.9,Value Oriented,0.6
Regular Bread,Whole Foods,4.5,Value Oriented,1.6
Regular Bread,Walmart,4.0,Quality Focused,4.4
Regular Bread,Walmart,5.2,Quality Focused,4.5
Regular Bread,Whole Foods,4.3,Quality Focused,5.8
Gluten Free Cereal,Walmart,8.3,Value Oriented,0.9
Gluten Free Cereal,Whole Foods,9.2,Quality Focused,3.9
Regular Bread,Whole Foods,5.1,Value Oriented,1.3
Gluten Free Cereal,Walmart,9.7,Value Oriented,0.7
Gluten Free Cereal,Walmart,9.6,Value Oriented,0.9
Gluten Free Cereal,Walmart,11.5,Value Oriented,0.8
Gluten Free Cereal,Whole Foods,12.8,Quality Focused,3.3
Regular Bread,Walmart,3.6,Quality Focused,4.2
Regular Bread,Walmart,6.8,Quality Focused,3.6
Regular Bread,Walmart,6.4,Value Oriented,0.6
Regular Bread,Walmart,5.4,Quality Focused,3.9
Regular Bread,Walmart,7.1,Quality Focused,3.7
Regular Bread,Whole Foods,3.2,Quality Focused,6.0
Gluten Free Cereal,Whole Foods,11.5,Quality Focused,3.6
Gluten Free Cereal,Whole Foods,10.1,Quality Focused,3.1
Regular Bread,Whole Foods,4.7,Quality Focused,5.7
Gluten Free Cereal,Whole Foods,10.3,Quality Focused,3.6
Regular Bread,Whole Foods,4.5,Quality Focused,5.9
Gluten Free Cereal,Walmart,9.9,Value Oriented,0.8
Regular Bread,Walmart,5.6,Quality Focused,3.7
Gluten Free Cereal,Walmart,8.7,Value Oriented,0.9
Regular Bread,Walmart,5.8,Value Oriented,0.6
Regular Bread,Walmart,4.7,Value Oriented,0.9
Gluten Free Cereal,Walmart,6.9,Quality Focused,3.0
Gluten Free Cereal,Walmart,7.3,Value Oriented,0.9
Gluten Free Cereal,Walmart,8.1,Value Oriented,1.0
Gluten Free Cereal,Whole Foods,11.1,Value Oriented,1.2
Gluten Free Cereal,Whole Foods,11.0,Quality Focused,3.2
Gluten Free Cereal,Whole Foods,8.5,Value Oriented,1.6
Regular Bread,Whole Foods,3.5,Quality Focused,6.5
Regular Bread,Whole Foods,7.0,Quality Focused,4.9
Regular Bread,Walmart,6.6,Quality Focused,3.6
Regular Bread,Walmart,6.8,Value Oriented,0.7
Regular Bread,Whole Foods,4.6,Quality Focused,6.0
Gluten Free Cereal,Walmart,8.4,Quality Focused,3.1
Gluten Free Cereal,Walmart,8.7,Value Oriented,0.9
Regular Bread,Walmart,7.6,Value Oriented,0.6
Gluten Free Cereal,Whole Foods,11.6,Value Oriented,1.2
Regular Bread,Walmart,5.7,Quality Focused,3.8
Gluten Free Cereal,Walmart,15.3,Quality Focused,2.7
Regular Bread,Whole Foods,5.0,Quality Focused,5.2
Regular Bread,Whole Foods,7.7,Quality Focused,5.2
Regular Bread,Whole Foods,5.0,Value Oriented,1.3
Regular Bread,Walmart,5.4,Quality Focused,4.4
Regular Bread,Whole Foods,4.5,Quality Focused,5.3
Gluten Free Cereal,Walmart,14.5,Value Oriented,0.6
Gluten Free Cereal,Whole Foods,10.7,Value Oriented,1.2
Gluten Free Cereal,Whole Foods,14.6,Quality Focused,3.4
Regular Bread,Whole Foods,3.9,Value Oriented,1.7
Gluten Free Cereal,Walmart,8.1,Value Oriented,0.8
Gluten Free Cereal,Whole Foods,12.7,Value Oriented,1.0
Gluten Free Cereal,Whole Foods,7.7,Value Oriented,1.7
Gluten Free Cereal,Whole Foods,9.6,Value Oriented,1.5
Gluten Free Cereal,Walmart,12.8,Value Oriented,0.7
Gluten Free Cereal,Walmart,10.4,Quality Focused,2.4
Regular Bread,Whole Foods,6.2,Quality Focused,5.4
Regular Bread,Whole Foods,4.5,Quality Focused,5.8
Gluten Free Cereal,Whole Foods,8.4,Quality Focused,3.4
Gluten Free Cereal,Whole Foods,11.7,Value Oriented,1.2
Gluten Free Cereal,Whole Foods,8.9,Quality Focused,3.3
Regular Bread,Whole Foods,4.5,Quality Focused,6.0
Regular Bread,Walmart,5.9,Quality Focused,4.5
Regular Bread,Whole Foods,4.1,Quality Focused,6.2
Regular Bread,Walmart,6.3,Value Oriented,0.6
Gluten Free Cereal,Whole Foods,12.4,Value Oriented,1.2
Gluten Free Cereal,Walmart,11.6,Value Oriented,0.6
Gluten Free Cereal,Walmart,12.3,Value Oriented,0.7
Regular Bread,Walmart,4.3,Value Oriented,0.9
Gluten Free Cereal,Whole Foods,10.8,Quality Focused,3.1
Regular Bread,Walmart,6.1,Value Oriented,0.6
Regular Bread,Whole Foods,6.5,Value Oriented,1.2
Regular Bread,Whole Foods,6.0,Quality Focused,4.8
Regular Bread,Walmart,3.8,Quality Focused,4.1
Gluten Free Cereal,Whole Foods,6.0,Value Oriented,2.2
Regular Bread,Whole Foods,5.3,Value Oriented,1.2
Regular Bread,Walmart,5.0,Value Oriented,0.8
Gluten Free Cereal,Whole Foods,10.0,Quality Focused,3.1
Gluten Free Cereal,Walmart,9.6,Quality Focused,2.3
Regular Bread,Whole Foods,4.8,Value Oriented,1.4
Regular Bread,Walmart,5.5,Quality Focused,4.4
Gluten Free Cereal,Walmart,13.9,Value Oriented,0.5
Regular Bread,Walmart,6.3,Quality Focused,4.4
Gluten Free Cereal,Walmart,10.1,Value Oriented,0.7
Gluten Free Cereal,Walmart,11.8,Quality Focused,2.0
Regular Bread,Whole Foods,5.0,Value Oriented,1.3
Regular Bread,Whole Foods,6.1,Value Oriented,1.3
Regular Bread,Whole Foods,5.3,Value Oriented,1.4
Regular Bread,Whole Foods,7.6,Value Oriented,1.0
Regular Bread,Walmart,3.8,Value Oriented,1.0
Gluten Free Cereal,Whole Foods,8.6,Quality Focused,3.2
Gluten Free Cereal,Walmart,14.6,Quality Focused,2.0
Regular Bread,Whole Foods,6.2,Quality Focused,4.8
Regular Bread,Walmart,7.3,Value Oriented,0.6
Regular Bread,Walmart,5.7,Value Oriented,0.6
Regular Bread,Whole Foods,3.4,Quality Focused,5.8
Gluten Free Cereal,Whole Foods,8.9,Value Oriented,1.5
Gluten Free Cereal,Walmart,14.1,Value Oriented,0.6
Regular Bread,Whole Foods,5.8,Value Oriented,1.2
Regular Bread,Walmart,4.3,Quality Focused,4.4
Regular Bread,Walmart,4.5,Quality Focused,4.5
Gluten Free Cereal,Walmart,12.6,Value Oriented,0.5
Gluten Free Cereal,Whole Foods,7.5,Value Oriented,1.8
Regular Bread,Walmart,4.4,Quality Focused,3.9
Regular Bread,Walmart,3.8,Value Oriented,1.1
Regular Bread,Walmart,7.6,Value Oriented,0.5
Regular Bread,Whole Foods,3.5,Value Oriented,1.8
Regular Bread,Walmart,4.1,Quality Focused,4.2
Gluten Free Cereal,Whole Foods,11.7,Value Oriented,1.1
Gluten Free Cereal,Whole Foods,12.4,Value Oriented,1.1
Regular Bread,Walmart,4.4,Quality Focused,4.2
Gluten Free Cereal,Whole Foods,9.3,Quality Focused,3.7
Regular Bread,Walmart,4.9,Quality Focused,4.5
Gluten Free Cereal,Walmart,10.7,Value Oriented,0.8
Regular Bread,Walmart,4.7,Value Oriented,0.7
Regular Bread,Whole Foods,5.9,Quality Focused,5.5
Regular Bread,Whole Foods,5.5,Value Oriented,1.2
Regular Bread,Whole Foods,4.6,Value Oriented,1.5
Gluten Free Cereal,Whole Foods,8.0,Value Oriented,1.8
Gluten Free Cereal,Walmart,10.6,Value Oriented,0.8
Gluten Free Cereal,Whole Foods,11.3,Value Oriented,1.2
Gluten Free Cereal,Whole Foods,7.8,Value Oriented,1.7
Regular Bread,Walmart,5.2,Quality Focused,4.2
Gluten Free Cereal,Walmart,10.8,Value Oriented,0.8
Gluten Free Cereal,Whole Foods,7.5,Value Oriented,1.9
Regular Bread,Walmart,4.2,Quality Focused,4.1
Gluten Free Cereal,Walmart,13.1,Quality Focused,1.9
Regular Bread,Walmart,5.8,Quality Focused,4.0
Regular Bread,Walmart,5.2,Value Oriented,0.7
Gluten Free Cereal,Walmart,13.4,Value Oriented,0.6
Regular Bread,Whole Foods,4.2,Quality Focused,5.7
Regular Bread,Whole Foods,5.4,Quality Focused,5.3
Regular Bread,Walmart,4.1,Quality Focused,4.0
Regular Bread,Walmart,7.1,Quality Focused,3.9
Regular Bread,Walmart,5.1,Quality Focused,3.7
Regular Bread,Walmart,3.9,Value Oriented,1.0
Gluten Free Cereal,Whole Foods,11.9,Value Oriented,1.3
Regular Bread,Walmart,6.8,Value Oriented,0.7
Regular Bread,Walmart,5.5,Value Oriented,0.6
Gluten Free Cereal,Whole Foods,6.6,Quality Focused,3.6
Regular Bread,Walmart,5.3,Value Oriented,0.8
Regular Bread,Whole Foods,3.7,Quality Focused,6.4
Gluten Free Cereal,Whole Foods,11.4,Value Oriented,1.2
Regular Bread,Walmart,6.2,Quality Focused,4.0
Regular Bread,Walmart,4.4,Quality Focused,4.2
Regular Bread,Walmart,4.3,Quality Focused,4.7
Gluten Free Cereal,Whole Foods,14.8,Value Oriented,0.9
Gluten Free Cereal,Whole Foods,12.4,Quality Focused,3.1
Regular Bread,Walmart,4.9,Value Oriented,0.7
Regular Bread,Whole Foods,5.8,Quality Focused,5.3
Gluten Free Cereal,Whole Foods,7.7,Quality Focused,4.1
Regular Bread,Walmart,7.9,Value Oriented,0.5
Regular Bread,Whole Foods,5.0,Quality Focused,5.3
Gluten Free Cereal,Walmart,10.9,Quality Focused,2.0
Regular Bread,Whole Foods,5.4,Quality Focused,5.7
Regular Bread,Walmart,7.5,Quality Focused,4.2
Regular Bread,Whole Foods,7.0,Quality Focused,5.4
Regular Bread,Whole Foods,7.3,Value Oriented,0.9
Regular Bread,Whole Foods,3.8,Value Oriented,1.9
Regular Bread,Whole Foods,3.8,Quality Focused,6.4
Regular Bread,Whole Foods,4.0,Quality Focused,6.1
Regular Bread,Whole Foods,4.1,Quality Focused,6.0
Gluten Free Cereal,Walmart,9.8,Value Oriented,0.8
Gluten Free Cereal,Whole Foods,14.6,Quality Focused,3.2
Gluten Free Cereal,Whole Foods,7.2,Quality Focused,3.3
Gluten Free Cereal,Whole Foods,8.8,Quality Focused,3.2
Regular Bread,Whole Foods,3.2,Value Oriented,2.1
Gluten Free Cereal,Walmart,12.4,Quality Focused,2.2
Regular Bread,Whole Foods,3.9,Value Oriented,1.8
Gluten Free Cereal,Whole Foods,11.8,Quality Focused,3.4
Gluten Free Cereal,Whole Foods,9.7,Quality Focused,3.4
Regular Bread,Walmart,6.1,Value Oriented,0.7
Regular Bread,Whole Foods,4.6,Quality Focused,5.5
Gluten Free Cereal,Walmart,10.2,Quality Focused,2.2
Gluten Free Cereal,Walmart,10.1,Quality Focused,2.5
Gluten Free Cereal,Whole Foods,7.3,Quality Focused,3.5
Regular Bread,Walmart,4.3,Quality Focused,4.2
Gluten Free Cereal,Whole Foods,11.7,Value Oriented,1.2
Regular Bread,Whole Foods,7.2,Value Oriented,1.1
Gluten Free Cereal,Walmart,14.4,Quality Focused,2.0
Regular Bread,Walmart,6.8,Quality Focused,4.4
Regular Bread,Whole Foods,4.8,Quality Focused,5.4
Regular Bread,Whole Foods,5.2,Quality Focused,5.1
Gluten Free Cereal,Walmart,13.7,Quality Focused,2.1
Gluten Free Cereal,Whole Foods,10.1,Quality Focused,3.2
Gluten Free Cereal,Whole Foods,13.5,Quality Focused,3.7
Gluten Free Cereal,Whole Foods,9.1,Value Oriented,1.6
Gluten Free Cereal,Walmart,13.1,Quality Focused,2.3
Regular Bread,Whole Foods,4.8,Quality Focused,5.7
Regular Bread,Walmart,6.2,Quality Focused,3.8
Regular Bread,Whole Foods,6.2,Quality Focused,5.3
Gluten Free Cereal,Walmart,8.0,Quality Focused,2.5
Regular Bread,Walmart,6.2,Quality Focused,3.8
Gluten Free Cereal,Whole Foods,7.7,Quality Focused,3.6
Gluten Free Cereal,Walmart,10.3,Value Oriented,0.7
Gluten Free Cereal,Walmart,8.1,Quality Focused,2.4
Regular Bread,Whole Foods,7.7,Value Oriented,1.0
Regular Bread,Walmart,5.9,Quality Focused,4.4
Gluten Free Cereal,Walmart,7.5,Value Oriented,1.1
Regular Bread,Walmart,7.5,Value Oriented,0.7
Gluten Free Cereal,Walmart,14.9,Quality Focused,1.9
Regular Bread,Whole Foods,5.2,Quality Focused,5.8
Gluten Free Cereal,Whole Foods,8.5,Quality Focused,3.8
Regular Bread,Walmart,4.2,Quality Focused,4.3
Regular Bread,Walmart,5.9,Value Oriented,0.7
Regular Bread,Whole Foods,3.3,Value Oriented,2.0
Regular Bread,Walmart,4.0,Value Oriented,1.0
Regular Bread,Walmart,6.0,Quality Focused,4.2
Regular Bread,Walmart,5.3,Value Oriented,0.6
Regular Bread,Whole Foods,7.0,Quality Focused,5.0
Gluten Free Cereal,Walmart,14.4,Value Oriented,0.5
Gluten Free Cereal,Walmart,7.7,Quality Focused,2.2
Gluten Free Cereal,Walmart,12.3,Value Oriented,0.6
Regular Bread,Walmart,4.9,Value Oriented,0.8
Gluten Free Cereal,Whole Foods,8.7,Quality Focused,3.7
Gluten Free Cereal,Whole Foods,9.1,Quality Focused,4.0
Gluten Free Cereal,Whole Foods,7.8,Value Oriented,1.8
Regular Bread,Whole Foods,5.4,Quality Focused,5.4
Gluten Free Cereal,Whole Foods,10.4,Quality Focused,3.3
Regular Bread,Walmart,6.4,Value Oriented,0.6
Gluten Free Cereal,Walmart,9.3,Value Oriented,0.7
Regular Bread,Walmart,3.6,Value Oriented,0.9
Gluten Free Cereal,Whole Foods,14.4,Value Oriented,1.0
Gluten Free Cereal,Walmart,8.7,Quality Focused,2.4
Gluten Free Cereal,Whole Foods,8.7,Value Oriented,1.6
Regular Bread,Walmart,6.6,Value Oriented,0.6
Gluten Free Cereal,Walmart,12.4,Value Oriented,0.6
Gluten Free Cereal,Walmart,10.3,Quality Focused,2.1
Regular Bread,Whole Foods,6.2,Value Oriented,1.1
Regular Bread,Walmart,7.0,Quality Focused,3.6
Gluten Free Cereal,Walmart,13.4,Quality Focused,2.2
Regular Bread,Whole Foods,3.7,Quality Focused,6.4
Regular Bread,Walmart,4.1,Quality Focused,4.5
Regular Bread,Whole Foods,6.1,Quality Focused,5.2
Gluten Free Cereal,Whole Foods,9.2,Quality Focused,3.5
Regular Bread,Whole Foods,7.4,Quality Focused,4.8
Gluten Free Cereal,Whole Foods,11.5,Quality Focused,3.8
Regular Bread,Whole Foods,4.9,Quality Focused,5.2
Regular Bread,Whole Foods,3.8,Value Oriented,1.9
Gluten Free Cereal,Walmart,12.1,Value Oriented,0.5
Regular Bread,Whole Foods,7.9,Value Oriented,1.0
Regular Bread,Walmart,5.9,Quality Focused,4.4
Gluten Free Cereal,Walmart,8.8,Value Oriented,1.0
Gluten Free Cereal,Whole Foods,15.1,Value Oriented,0.9
Gluten Free Cereal,Walmart,13.6,Quality Focused,2.7
Gluten Free Cereal,Whole Foods,14.7,Quality Focused,3.6
Gluten Free Cereal,Whole Foods,9.1,Quality Focused,3.4
Gluten Free Cereal,Whole Foods,14.8,Quality Focused,3.6
Regular Bread,Whole Foods,6.8,Quality Focused,4.8
Regular Bread,Walmart,5.3,Value Oriented,0.6
Gluten Free Cereal,Walmart,9.2,Quality Focused,2.3
Regular Bread,Walmart,5.0,Quality Focused,4.6
Regular Bread,Whole Foods,4.7,Value Oriented,1.4
Regular Bread,Whole Foods,7.2,Quality Focused,5.1
Regular Bread,Walmart,6.4,Value Oriented,0.7
Regular Bread,Whole Foods,5.7,Quality Focused,4.9
Regular Bread,Whole Foods,6.8,Value Oriented,1.1
Regular Bread,Whole Foods,4.1,Quality Focused,5.6
Regular Bread,Whole Foods,4.5,Quality Focused,5.5
Gluten Free Cereal,Whole Foods,9.0,Value Oriented,1.5
Gluten Free Cereal,Whole Foods,7.9,Quality Focused,4.1
Regular Bread,Walmart,5.8,Value Oriented,0.7
Regular Bread,Whole Foods,3.5,Value Oriented,1.9
Regular Bread,Walmart,6.3,Value Oriented,0.7
Gluten Free Cereal,Walmart,11.0,Quality Focused,2.1
Regular Bread,Walmart,4.8,Quality Focused,4.0
Regular Bread,Walmart,7.0,Value Oriented,0.7
Gluten Free Cereal,Whole Foods,7.8,Quality Focused,4.0
Gluten Free Cereal,Walmart,13.4,Value Oriented,0.7
Gluten Free Cereal,Whole Foods,9.1,Value Oriented,1.5
Regular Bread,Walmart,5.6,Quality Focused,4.6
Gluten Free Cereal,Whole Foods,11.7,Quality Focused,3.0
Regular Bread,Walmart,7.3,Value Oriented,0.5
Gluten Free Cereal,Whole Foods,7.8,Quality Focused,3.8
Gluten Free Cereal,Whole Foods,11.9,Quality Focused,3.7
Gluten Free Cereal,Whole Foods,6.7,Value Oriented,2.0
Regular Bread,Walmart,4.4,Quality Focused,4.0
Regular Bread,Whole Foods,6.0,Value Oriented,1.1
Regular Bread,Walmart,7.0,Quality Focused,4.3
Gluten Free Cereal,Walmart,14.2,Quality Focused,2.3
Regular Bread,Walmart,6.6,Quality Focused,3.7
Regular Bread,Whole Foods,5.1,Value Oriented,1.3
Regular Bread,Whole Foods,6.5,Value Oriented,1.2
Gluten Free Cereal,Whole Foods,10.7,Value Oriented,1.3
Regular Bread,Whole Foods,4.1,Value Oriented,1.6
Regular Bread,Walmart,7.4,Value Oriented,0.5
Regular Bread,Walmart,6.5,Quality Focused,3.8
Regular Bread,Whole Foods,4.3,Value Oriented,1.5
Regular Bread,Walmart,7.5,Quality Focused,3.9
Gluten Free Cereal,Walmart,10.0,Value Oriented,0.6
Regular Bread,Whole Foods,4.3,Value Oriented,1.5
Gluten Free Cereal,Whole Foods,8.4,Value Oriented,1.7
Gluten Free Cereal,Walmart,9.6,Value Oriented,0.9
Regular Bread,Whole Foods,4.2,Quality Focused,5.3
Gluten Free Cereal,Whole Foods,10.0,Value Oriented,1.5
Gluten Free Cereal,Whole Foods,10.6,Quality Focused,3.4
Regular Bread,Walmart,5.1,Quality Focused,4.3
Gluten Free Cereal,Walmart,10.3,Value Oriented,0.8
Gluten Free Cereal,Walmart,10.6,Value Oriented,0.6
Gluten Free Cereal,Whole Foods,11.0,Value Oriented,1.3
Gluten Free Cereal,Whole Foods,12.2,Quality Focused,2.9
Gluten Free Cereal,Whole Foods,8.6,Quality Focused,4.0
Regular Bread,Walmart,6.5,Value Oriented,0.6
Regular Bread,Walmart,6.3,Quality Focused,3.7
Regular Bread,Walmart,4.4,Quality Focused,4.8
Gluten Free Cereal,Whole Foods,12.3,Quality Focused,3.0
Gluten Free Cereal,Walmart,13.5,Quality Focused,2.2
Regular Bread,Walmart,5.6,Quality Focused,4.3
Regular Bread,Whole Foods,3.9,Value Oriented,1.7
Gluten Free Cereal,Whole Foods,8.3,Quality Focused,3.3
Regular Bread,Whole Foods,5.0,Quality Focused,5.1
Regular Bread,Walmart,4.6,Value Oriented,0.8
Regular Bread,Walmart,6.0,Quality Focused,4.0
Regular Bread,Whole Foods,5.5,Quality Focused,5.5
Gluten Free Cereal,Walmart,12.2,Quality Focused,2.1
Regular Bread,Whole Foods,3.4,Value Oriented,1.9
Gluten Free Cereal,Walmart,13.7,Quality Focused,1.8
Regular Bread,Whole Foods,6.3,Quality Focused,5.3
Gluten Free Cereal,Whole Foods,6.4,Quality Focused,4.2
Gluten Free Cereal,Whole Foods,13.5,Value Oriented,1.1
Gluten Free Cereal,Whole Foods,10.7,Value Oriented,1.2
Gluten Free Cereal,Whole Foods,7.6,Quality Focused,3.5
Gluten Free Cereal,Whole Foods,10.2,Quality Focused,3.4
Gluten Free Cereal,Whole Foods,12.7,Value Oriented,1.0
Gluten Free Cereal,Walmart,8.6,Value Oriented,1.0
Regular Bread,Walmart,6.3,Quality Focused,3.5
Regular Bread,Walmart,6.7,Quality Focused,4.0
Gluten Free Cereal,Whole Foods,7.1,Value Oriented,2.0
Gluten Free Cereal,Whole Foods,9.5,Value Oriented,1.4
Regular Bread,Whole Foods,4.5,Quality Focused,5.5
Gluten Free Cereal,Whole Foods,10.7,Quality Focused,3.5
Regular Bread,Walmart,5.1,Quality Focused,4.6
Regular Bread,Walmart,6.9,Quality Focused,3.9
Gluten Free Cereal,Whole Foods,8.8,Quality Focused,3.9
Regular Bread,Whole Foods,4.6,Value Oriented,1.4
Regular Bread,Whole Foods,7.0,Value Oriented,0.9
Regular Bread,Walmart,5.5,Quality Focused,4.5
Regular Bread,Whole Foods,6.3,Value Oriented,1.0
Gluten Free Cereal,Walmart,11.6,Value Oriented,0.7
Gluten Free Cereal,Whole Foods,11.5,Value Oriented,1.2
Regular Bread,Whole Foods,4.1,Value Oriented,1.6
Gluten Free Cereal,Walmart,7.4,Value Oriented,1.0
Gluten Free Cereal,Walmart,9.0,Quality Focused,2.6
Gluten Free Cereal,Walmart,12.4,Quality Focused,2.5
Gluten Free Cereal,Whole Foods,7.0,Quality Focused,4.1
Regular Bread,Walmart,6.2,Value Oriented,0.7
Regular Bread,Walmart,4.4,Value Oriented,0.8
Gluten Free Cereal,Walmart,11.8,Value Oriented,0.8
Gluten Free Cereal,Whole Foods,7.3,Value Oriented,1.9
Regular Bread,Whole Foods,6.4,Quality Focused,5.3
Regular Bread,Whole Foods,5.4,Quality Focused,5.7
Gluten Free Cereal,Walmart,7.4,Quality Focused,3.0
Gluten Free Cereal,Walmart,11.2,Value Oriented,0.6
Gluten Free Cereal,Walmart,8.4,Quality Focused,2.6
Gluten Free Cereal,Whole Foods,10.3,Value Oriented,1.3
Regular Bread,Walmart,4.8,Quality Focused,4.0
Regular Bread,Walmart,4.3,Value Oriented,0.9
Regular Bread,Whole Foods,3.8,Value Oriented,1.7
Gluten Free Cereal,Whole Foods,11.5,Value Oriented,1.3
Regular Bread,Walmart,5.1,Quality Focused,4.0
Regular Bread,Whole Foods,6.3,Value Oriented,1.1
Regular Bread,Walmart,4.1,Value Oriented,0.8
Regular Bread,Walmart,4.9,Quality Focused,3.7
Gluten Free Cereal,Whole Foods,15.0,Value Oriented,1.0
Regular Bread,Whole Foods,3.4,Quality Focused,5.8
Gluten Free Cereal,Walmart,10.6,Value Oriented,0.8
Gluten Free Cereal,Walmart,13.9,Quality Focused,2.8
Gluten Free Cereal,Whole Foods,12.2,Value Oriented,1.0
Regular Bread,Whole Foods,3.9,Quality Focused,5.3
Gluten Free Cereal,Walmart,12.8,Quality Focused,2.2
Gluten Free Cereal,Whole Foods,6.2,Value Oriented,2.2
Regular Bread,Whole Foods,6.1,Value Oriented,1.2
Gluten Free Cereal,Walmart,10.1,Value Oriented,0.7
Regular Bread,Whole Foods,3.7,Quality Focused,5.6
Regular Bread,Walmart,5.3,Quality Focused,4.3
Gluten Free Cereal,Whole Foods,12.2,Value Oriented,1.2
Regular Bread,Whole Foods,6.2,Quality Focused,5.3
Regular Bread,Walmart,6.0,Value Oriented,0.6
Gluten Free Cereal,Walmart,8.3,Quality Focused,2.6
Regular Bread,Whole Foods,5.2,Quality Focused,5.0
Regular Bread,Whole Foods,5.2,Value Oriented,1.4
Gluten Free Cereal,Walmart,11.3,Value Oriented,0.8
Gluten Free Cereal,Walmart,10.8,Value Oriented,0.7
Gluten Free Cereal,Walmart,8.5,Quality Focused,2.8
Gluten Free Cereal,Walmart,14.7,Quality Focused,2.3
Regular Bread,Walmart,4.3,Value Oriented,0.8
Gluten Free Cereal,Whole Foods,8.7,Quality Focused,4.0
Regular Bread,Whole Foods,4.5,Quality Focused,5.3
Regular Bread,Walmart,6.0,Value Oriented,0.6
Gluten Free Cereal,Walmart,13.0,Value Oriented,0.5
Gluten Free Cereal,Whole Foods,10.2,Value Oriented,1.3
Regular Bread,Whole Foods,5.6,Value Oriented,1.3
Gluten Free Cereal,Whole Foods,8.5,Quality Focused,3.2
Gluten Free Cereal,Whole Foods,7.6,Value Oriented,1.8
Gluten Free Cereal,Walmart,10.2,Value Oriented,0.7
Regular Bread,Walmart,6.9,Quality Focused,4.3
Regular Bread,Whole Foods,5.8,Quality Focused,4.8
Gluten Free Cereal,Whole Foods,7.5,Value Oriented,1.8
Gluten Free Cereal,Whole Foods,6.6,Quality Focused,4.3
Gluten Free Cereal,Whole Foods,6.2,Quality Focused,3.6
Gluten Free Cereal,Walmart,12.2,Quality Focused,2.0
Regular Bread,Walmart,6.1,Value Oriented,0.7
Regular Bread,Whole Foods,7.2,Value Oriented,1.1
Gluten Free Cereal,Walmart,9.5,Value Oriented,0.8
Regular Bread,Whole Foods,5.8,Value Oriented,1.2
Gluten Free Cereal,Whole Foods,9.3,Value Oriented,1.4
Regular Bread,Walmart,4.0,Value Oriented,0.9
Gluten Free Cereal,Whole Foods,10.8,Value Oriented,1.2
Regular Bread,Walmart,5.7,Value Oriented,0.6
Gluten Free Cereal,Whole Foods,12.4,Quality Focused,3.6
Gluten Free Cereal,Whole Foods,10.3,Value Oriented,1.2
Regular Bread,Whole Foods,3.2,Value Oriented,2.1
Gluten Free Cereal,Walmart,10.0,Value Oriented,0.8
Gluten Free Cereal,Whole Foods,9.5,Value Oriented,1.4
Gluten Free Cereal,Walmart,15.1,Value Oriented,0.5
